tick,pitch,X,yaw,Y,Z,steamid,label,kill_distance,pitch_delta_at_kill,yaw_delta_at_kill,player_speed,pitch_velocity,yaw_velocity,pitch_acceleration,yaw_acceleration,pitch_jerk,yaw_jerk,snap_magnitude,speed_rolling_std,speed_rolling_mean,position_delta,position_jumpiness,cumulative_pitch,cumulative_yaw,angle_magnitude,yaw_change_sign,pitch_change_sign,direction_flips,flip_rate,yaw_rolling_std,pitch_rolling_std,yaw_rolling_mean,pitch_rolling_mean,pitch_peaks,yaw_peaks,pitch_mean,pitch_std,pitch_min,pitch_max,pitch_range,pitch_skew,pitch_kurtosis,yaw_mean,yaw_std,yaw_min,yaw_max,yaw_range,yaw_skew,yaw_kurtosis,pitch_velocity_mean,pitch_velocity_std,pitch_velocity_min,pitch_velocity_max,pitch_velocity_range,pitch_velocity_skew,pitch_velocity_kurtosis,yaw_velocity_mean,yaw_velocity_std,yaw_velocity_min,yaw_velocity_max,yaw_velocity_range,yaw_velocity_skew,yaw_velocity_kurtosis,angle_magnitude_mean,angle_magnitude_std,angle_magnitude_min,angle_magnitude_max,angle_magnitude_range,angle_magnitude_skew,angle_magnitude_kurtosis,weapon_grenade,weapon_lmg,weapon_melee,weapon_pistol,weapon_rifle,weapon_shotgun,weapon_smg,weapon_sniper,weapon_unknown
13334,6.4064026,458.0764,-108.34957,2093.7153,135.65625,76561199496724417,1,338.00456585256705,0.1366272,-0.62965393,1.57444,0.0,0.0,0.0,0.0,0.0,0.0,0.6443066531895235,0.0,1.57444,3.9163788319058317,0.3418773567418407,64.064026,-1083.4957,0.0,0.0,0.0,0,0.0,0.0,0.0,-108.34957,6.4064026,0,0,4.37337605688,2.1795554620789703,-0.9341736,6.4064026,7.3405762,-1.3095824918343195,0.4052740858456012,-116.99351892333334,8.109294170438986,-130.21786,-107.10743,23.110430000000008,-0.3860901809864774,-1.454311351516541,-0.024093474916387955,0.05624332293620514,-0.3079527999999998,0.13662720000000006,0.44457999999999986,-1.9807408056663527,5.216351226672142,-0.0026214381270903094,0.275292825105418,-0.7700699999999898,1.314239999999998,2.084309999999988,0.8481282035466461,3.1859304475757635,0.1628534465224829,0.23006205015553927,0.0,1.314239999999998,1.314239999999998,1.6112755171926434,2.4967792270660936,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13335,6.4064026,456.98532,-108.34957,2090.5496,137.48438,76561199496724417,1,338.00456585256705,0.1366272,-0.62965393,1.57444,0.0,0.0,0.0,0.0,0.0,0.0,0.6443066531895235,0.0,1.57444,3.8149929689712407,0.36975038933196586,70.47042859999999,-1191.84527,0.0,0.0,0.0,0,0.0,0.0,0.0,-108.34957,6.4064026,0,0,4.37337605688,2.1795554620789703,-0.9341736,6.4064026,7.3405762,-1.3095824918343195,0.4052740858456012,-116.99351892333334,8.109294170438986,-130.21786,-107.10743,23.110430000000008,-0.3860901809864774,-1.454311351516541,-0.024093474916387955,0.05624332293620514,-0.3079527999999998,0.13662720000000006,0.44457999999999986,-1.9807408056663527,5.216351226672142,-0.0026214381270903094,0.275292825105418,-0.7700699999999898,1.314239999999998,2.084309999999988,0.8481282035466461,3.1859304475757635,0.1628534465224829,0.23006205015553927,0.0,1.314239999999998,1.314239999999998,1.6112755171926434,2.4967792270660936,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13336,6.4064026,455.89426,-108.34957,2087.3838,139.125,76561199496724417,1,338.00456585256705,0.1366272,-0.62965393,1.57444,0.0,0.0,0.0,0.0,0.0,0.0,0.6443066531895235,0.0,1.57444,3.7288517734013777,0.3519062620168594,76.8768312,-1300.19484,0.0,0.0,0.0,0,0.0,0.0,0.0,-108.34957,6.4064026,0,0,4.37337605688,2.1795554620789703,-0.9341736,6.4064026,7.3405762,-1.3095824918343195,0.4052740858456012,-116.99351892333334,8.109294170438986,-130.21786,-107.10743,23.110430000000008,-0.3860901809864774,-1.454311351516541,-0.024093474916387955,0.05624332293620514,-0.3079527999999998,0.13662720000000006,0.44457999999999986,-1.9807408056663527,5.216351226672142,-0.0026214381270903094,0.275292825105418,-0.7700699999999898,1.314239999999998,2.084309999999988,0.8481282035466461,3.1859304475757635,0.1628534465224829,0.23006205015553927,0.0,1.314239999999998,1.314239999999998,1.6112755171926434,2.4967792270660936,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13337,6.4064026,454.8032,-108.34957,2084.218,140.57812,76561199496724417,1,338.00456585256705,0.1366272,-0.62965393,1.57444,0.0,0.0,0.0,0.0,0.0,0.0,0.6443066531895235,0.0,1.57444,3.6502409917704544,0.33335930730555835,83.2832338,-1408.5444100000002,0.0,0.0,0.0,0,0.0,0.0,0.0,-108.34957,6.4064026,0,0,4.37337605688,2.1795554620789703,-0.9341736,6.4064026,7.3405762,-1.3095824918343195,0.4052740858456012,-116.99351892333334,8.109294170438986,-130.21786,-107.10743,23.110430000000008,-0.3860901809864774,-1.454311351516541,-0.024093474916387955,0.05624332293620514,-0.3079527999999998,0.13662720000000006,0.44457999999999986,-1.9807408056663527,5.216351226672142,-0.0026214381270903094,0.275292825105418,-0.7700699999999898,1.314239999999998,2.084309999999988,0.8481282035466461,3.1859304475757635,0.1628534465224829,0.23006205015553927,0.0,1.314239999999998,1.314239999999998,1.6112755171926434,2.4967792270660936,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13338,6.4064026,453.71213,-108.34957,2081.0522,141.8125,76561199496724417,1,338.00456585256705,0.1366272,-0.62965393,1.57444,0.0,0.0,0.0,0.0,0.0,0.0,0.6443066531895235,0.0,1.57444,3.568811758736859,0.31368895792056517,89.68963640000001,-1516.8939800000003,0.0,0.0,0.0,0,0.0,0.0,0.0,-108.34957,6.4064026,0,0,4.37337605688,2.1795554620789703,-0.9341736,6.4064026,7.3405762,-1.3095824918343195,0.4052740858456012,-116.99351892333334,8.109294170438986,-130.21786,-107.10743,23.110430000000008,-0.3860901809864774,-1.454311351516541,-0.024093474916387955,0.05624332293620514,-0.3079527999999998,0.13662720000000006,0.44457999999999986,-1.9807408056663527,5.216351226672142,-0.0026214381270903094,0.275292825105418,-0.7700699999999898,1.314239999999998,2.084309999999988,0.8481282035466461,3.1859304475757635,0.1628534465224829,0.23006205015553927,0.0,1.314239999999998,1.314239999999998,1.6112755171926434,2.4967792270660936,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13339,6.4064026,452.62106,-108.34957,2077.8865,142.875,76561199496724417,1,338.00456585256705,0.1366272,-0.62965393,1.57444,0.0,0.0,0.0,0.0,0.0,0.0,0.6443066531895235,0.0,1.57444,3.512975446099802,0.29232223309795685,96.09603900000002,-1625.2435500000004,0.0,0.0,0.0,0,0.0,0.0,0.0,-108.34957,6.4064026,0,0,4.37337605688,2.1795554620789703,-0.9341736,6.4064026,7.3405762,-1.3095824918343195,0.4052740858456012,-116.99351892333334,8.109294170438986,-130.21786,-107.10743,23.110430000000008,-0.3860901809864774,-1.454311351516541,-0.024093474916387955,0.05624332293620514,-0.3079527999999998,0.13662720000000006,0.44457999999999986,-1.9807408056663527,5.216351226672142,-0.0026214381270903094,0.275292825105418,-0.7700699999999898,1.314239999999998,2.084309999999988,0.8481282035466461,3.1859304475757635,0.1628534465224829,0.23006205015553927,0.0,1.314239999999998,1.314239999999998,1.6112755171926434,2.4967792270660936,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13340,6.4064026,451.53,-108.34957,2074.7207,143.73438,76561199496724417,1,338.00456585256705,0.1366272,-0.62965393,1.57444,0.0,0.0,0.0,0.0,0.0,0.0,0.6443066531895235,0.0,1.57444,3.4570559075608562,0.2688107309571932,102.50244160000003,-1733.5931200000005,0.0,0.0,0.0,0,0.0,0.0,0.0,-108.34957,6.4064026,0,0,4.37337605688,2.1795554620789703,-0.9341736,6.4064026,7.3405762,-1.3095824918343195,0.4052740858456012,-116.99351892333334,8.109294170438986,-130.21786,-107.10743,23.110430000000008,-0.3860901809864774,-1.454311351516541,-0.024093474916387955,0.05624332293620514,-0.3079527999999998,0.13662720000000006,0.44457999999999986,-1.9807408056663527,5.216351226672142,-0.0026214381270903094,0.275292825105418,-0.7700699999999898,1.314239999999998,2.084309999999988,0.8481282035466461,3.1859304475757635,0.1628534465224829,0.23006205015553927,0.0,1.314239999999998,1.314239999999998,1.6112755171926434,2.4967792270660936,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13341,6.4064026,450.43893,-108.34957,2071.555,144.39062,76561199496724417,1,338.00456585256705,0.1366272,-0.62965393,1.57444,0.0,0.0,0.0,0.0,0.0,0.0,0.6443066531895235,0.0,1.57444,3.412146124142401,0.24506432767428654,108.90884420000003,-1841.9426900000005,0.0,0.0,0.0,0,0.0,0.0,0.0,-108.34957,6.4064026,0,0,4.37337605688,2.1795554620789703,-0.9341736,6.4064026,7.3405762,-1.3095824918343195,0.4052740858456012,-116.99351892333334,8.109294170438986,-130.21786,-107.10743,23.110430000000008,-0.3860901809864774,-1.454311351516541,-0.024093474916387955,0.05624332293620514,-0.3079527999999998,0.13662720000000006,0.44457999999999986,-1.9807408056663527,5.216351226672142,-0.0026214381270903094,0.275292825105418,-0.7700699999999898,1.314239999999998,2.084309999999988,0.8481282035466461,3.1859304475757635,0.1628534465224829,0.23006205015553927,0.0,1.314239999999998,1.314239999999998,1.6112755171926434,2.4967792270660936,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13342,6.4064026,449.34787,-108.34957,2068.3892,144.85938,76561199496724417,1,338.00456585256705,0.1366272,-0.62965393,1.57444,0.0,0.0,0.0,0.0,0.0,0.0,0.6443066531895235,0.0,1.57444,3.381188770417667,0.2186680064315094,115.31524680000004,-1950.2922600000006,0.0,0.0,0.0,0,0.0,0.0,0.0,-108.34957,6.4064026,0,0,4.37337605688,2.1795554620789703,-0.9341736,6.4064026,7.3405762,-1.3095824918343195,0.4052740858456012,-116.99351892333334,8.109294170438986,-130.21786,-107.10743,23.110430000000008,-0.3860901809864774,-1.454311351516541,-0.024093474916387955,0.05624332293620514,-0.3079527999999998,0.13662720000000006,0.44457999999999986,-1.9807408056663527,5.216351226672142,-0.0026214381270903094,0.275292825105418,-0.7700699999999898,1.314239999999998,2.084309999999988,0.8481282035466461,3.1859304475757635,0.1628534465224829,0.23006205015553927,0.0,1.314239999999998,1.314239999999998,1.6112755171926434,2.4967792270660936,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13343,6.4064026,448.2568,-108.34957,2065.2234,145.125,76561199496724417,1,338.00456585256705,0.1366272,-0.62965393,1.57444,0.0,0.0,0.0,0.0,0.0,0.0,0.6443066531895235,0.0,1.57444,3.3590590005686694,0.19198126157592765,121.72164940000005,-2058.6418300000005,0.0,0.0,0.0,0,0.0,0.0,0.0,-108.34957,6.4064026,0,0,4.37337605688,2.1795554620789703,-0.9341736,6.4064026,7.3405762,-1.3095824918343195,0.4052740858456012,-116.99351892333334,8.109294170438986,-130.21786,-107.10743,23.110430000000008,-0.3860901809864774,-1.454311351516541,-0.024093474916387955,0.05624332293620514,-0.3079527999999998,0.13662720000000006,0.44457999999999986,-1.9807408056663527,5.216351226672142,-0.0026214381270903094,0.275292825105418,-0.7700699999999898,1.314239999999998,2.084309999999988,0.8481282035466461,3.1859304475757635,0.1628534465224829,0.23006205015553927,0.0,1.314239999999998,1.314239999999998,1.6112755171926434,2.4967792270660936,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
